e,conjunção,i
es·go·ta·men·to,"nome masculino",iz.go.ta.mˈẽj.tʊ
es·go·tan·te,adjetivo,iz.go.tˈə̃.tʃi
es·go·tar,verbo,iz.go.tˈa
es·go·tá·vel,adjetivo,iz.go.tˈa.vew
es·go·to,"nome masculino",iz.gˈo.tʊ
es·gra·va·tar,verbo,iz.gɾa.va.tˈa
es·gri·ma,"nome feminino",iz.gɾˈi.mə
es·gri·mir,verbo,iz.gɾi.mˈi
es·gri·mis·ta,"nome masculino",iz.gɾi.mˈis.tə
es·gri·mis·ta,"nome feminino",iz.gɾi.mˈis.tə
es·grou·vi·a·do,adjetivo,iz.gɾo.vjˈa.dʊ
es·grou·vi·ar,verbo,iz.gɾo.vjˈa
es·gue·de·lha·do,adjetivo,iz.ge.de.ʎˈa.dʊ
es·gue·de·lhar,verbo,iz.ge.de.ʎˈa
es·guei·ra,"nome feminino",iz.gˈej.ɾə
es·guei·rar,verbo,iz.gej.ɾˈa
es·gue·lha,"nome feminino",iz.gˈe.ʎə
es·gue·lhar,verbo,iz.ge.ʎˈa
es·gui·ar,verbo,iz.gjˈa
es·gui·char,verbo,iz.gi.ʃˈa
es·gui·cho,"nome masculino",iz.gˈi.ʃʊ
es·gui·o,adjetivo,iz.gˈi.ʊ
es·la·va,"nome feminino",iz.lˈa.və
es·la·vis·mo,"nome masculino",iz.la.vˈiz.mʊ
es·la·vi·zar,verbo,iz.la.vi.zˈa
es·la·vo,"nome masculino",iz.lˈa.vʊ
es·la·vo,adjetivo,iz.lˈa.vʊ
es·lo·va·ca,"nome feminino",iz.lo.vˈa.kə
es·lo·va·co,"nome masculino",iz.lo.vˈa.kʊ
es·lo·va·co,adjetivo,iz.lo.vˈa.kʊ
es·lo·ve·na,"nome feminino",iz.lo.vˈe.nə
es·lo·ve·no,adjetivo,iz.lo.vˈe.nʊ
es·lo·ve·no,"nome masculino",iz.lo.vˈe.nʊ
es·ma·e·cer,verbo,iz.ma.e.sˈe
es·ma·e·ci·do,adjetivo,iz.ma.e.sˈi.dʊ
es·ma·ga·do,adjetivo,iz.ma.gˈa.dʊ
es·ma·ga·dor,"nome masculino",iz.ma.ga.dˈoɾ
es·ma·ga·dor,adjetivo,iz.ma.ga.dˈoɾ
es·ma·ga·do·ra·men·te,advérbio,iz.ma.ga.do.ɾa.mˈẽj.tʃi
es·ma·ga·men·to,"nome masculino",iz.ma.ga.mˈẽj.tʊ
es·ma·gar,verbo,iz.ma.gˈa
es·mal·ta·do,adjetivo,iz.maw.tˈa.dʊ
es·mal·ta·gem,"nome feminino",iz.maw.tˈa.ʒeɲ
es·mal·tar,verbo,iz.maw.tˈa
es·mal·te,"nome masculino",iz.mˈaw.tʃi
es·mal·ti·na,"nome feminino",iz.maw.tʃˈi.nə
es·mar,verbo,iz.mˈa
es·me·ra·da·men·te,advérbio,iz.me.ɾa.da.mˈẽj.tʃi
es·me·ra·do,adjetivo,iz.me.ɾˈa.dʊ
es·me·ral·da,adjetivo,iz.me.ɾˈaw.də
es·me·ral·da,"nome feminino",iz.me.ɾˈaw.də
es·me·ral·da,"nome masculino",iz.me.ɾˈaw.də
es·me·ral·di·no,adjetivo,iz.me.ɾaw.dʒˈi.nʊ
es·me·rar,verbo,iz.me.ɾˈa
es·me·ril,"nome masculino",iz.me.ɾˈiw
es·me·ri·lhão,"nome masculino",iz.me.ɾi.ʎˈə̃w
es·me·ro,"nome masculino",iz.mˈɛ.ɾʊ
es·mi·frar,verbo,iz.mi.fɾˈa
es·mi·ga·lha·do,adjetivo,iz.mi.ga.ʎˈa.dʊ
es·mi·ga·lhar,verbo,iz.mi.ga.ʎˈa
es·miu·ça·do,adjetivo,iz.mi.u.sˈa.dʊ
es·miu·çar,verbo,iz.mi.u.sˈa
es·mo,"nome masculino",ˈiz.mʊ
es·mo·la,"nome feminino",iz.mˈɔ.lə
es·mo·lar,verbo,iz.mo.lˈa
es·mo·ler,"nome masculino",iz.mo.lˈeɾ
es·mo·ler,adjetivo,iz.mo.lˈeɾ
es·mo·ler,"nome feminino",iz.mo.lˈeɾ
es·mo·re·cer,verbo,iz.mo.ɾe.sˈe
es·mo·re·ci·do,adjetivo,iz.mo.ɾe.sˈi.dʊ
es·mo·re·ci·men·to,"nome masculino",iz.mo.ɾe.si.mˈẽj.tʊ
es·mur·ra·do,adjetivo,iz.mu.xˈa.dʊ
es·mur·rar,verbo,iz.mu.xˈa
es·no·ga,"nome feminino",iz.nˈɔ.gə
e·so·fá·gi·co,adjetivo,e.zɔ.fˈa.ʒi.kʊ
e·só·fa·go,"nome masculino",e.zˈɔ.fa.gʊ
e·so·té·ri·co,adjetivo,e.zo.tˈɛ.ɾi.kʊ
e·so·te·ris·mo,"nome masculino",e.zɔ.te.ɾˈiz.mʊ
es·pa·ça·da·men·te,advérbio,is.pa.sa.da.mˈẽj.tʃi
es·pa·ça·do,adjetivo,is.pa.sˈa.dʊ
es·pa·ça·men·to,"nome masculino",is.pa.sa.mˈẽj.tʊ
es·pa·çar,verbo,is.pa.sˈa
es·pa·ci·al,adjetivo,is.pa.sjˈaw
es·pa·ci·a·li·za·ção,"nome feminino",is.pa.sja.li.za.sˈə̃w
es·pa·ci·a·li·zar,verbo,is.pa.sja.li.zˈa
es·pa·ci·al·men·te,advérbio,is.pa.sjaw.mˈẽj.tʃi
es·pa·ço,adjetivo,is.pˈa.sʊ
es·pa·ço,"nome masculino",is.pˈa.sʊ
es·pa·ço-tem·po,"nome masculino",is.pˌa.sʊ.tˈẽj.pʊ
es·pa·ço·sa·men·te,advérbio,is.pa.sɔ.za.mˈẽj.tʃi
es·pa·ço·so,adjetivo,is.pa.sˈo.zʊ
es·pa·da,"nome masculino",is.pˈa.də
es·pa·da,"nome feminino",is.pˈa.də
es·pa·da·chim,"nome masculino",is.pa.da.ʃˈiɲ
es·pa·da·nal,"nome masculino",is.pa.da.nˈaw
es·pa·dão,"nome masculino",is.pa.dˈə̃w
es·pa·dar,verbo,is.pa.dˈa
es·pa·dar·te,"nome masculino",is.pa.dˈaɾ.tʃi
es·pa·da·ú·do,adjetivo,is.pa.da.ˈu.dʊ
es·pa·dei·ra·da,"nome feminino",is.pa.dej.ɾˈa.də
es·pa·dei·rar,verbo,is.pa.dej.ɾˈa
es·pa·dei·ro,"nome masculino",is.pa.dˈej.ɾʊ
es·pa·de·la,"nome feminino",is.pa.dˈɛ.lə
es·pa·de·la·da,"nome feminino",is.pa.de.lˈa.də
es·pa·de·lar,verbo,is.pa.de.lˈa
es·pa·dim,"nome masculino",is.pa.dʒˈiɲ
"es·pá·du· a","nome feminino",is.pˈa.dwə
es·pa·du·ar,verbo,is.pa.dwˈa
es·pai·re·cer,verbo,is.paj.ɾe.sˈe
es·pal·da,"nome feminino",is.pˈaw.də
es·pal·dar,"nome masculino",is.paw.dˈaɾ
es·pa·lha,"nome masculino",is.pˈa.ʎə
es·pa·lha-bra·sas,"nome masculino","is.pˌa.ʎə.bɾˈa.zəs ou is.pˌa.ʎə.bɾˈa.zəs"
es·pa·lha·da,"nome feminino",is.pa.ʎˈa.də
es·pa·lha·do,"nome masculino",is.pa.ʎˈa.dʊ
es·pa·lha·do,adjetivo,is.pa.ʎˈa.dʊ
es·pa·lha·fa·tar,verbo,is.pa.ʎa.fa.tˈa
es·pa·lha·fa·to,"nome masculino",is.pa.ʎa.fˈa.tʊ
es·pa·lha·fa·to·sa·men·te,advérbio,is.pa.ʎa.fa.tɔ.za.mˈẽj.tʃi
es·pa·lha·fa·to·so,adjetivo,is.pa.ʎa.fa.tˈo.zʊ
es·pa·lha·men·to,"nome masculino",is.pa.ʎa.mˈẽj.tʊ
es·pa·lhan·ço,"nome masculino",is.pa.ʎˈə̃.sʊ
es·pa·lhar,verbo,is.pa.ʎˈa
es·pa·lho,"nome masculino",is.pˈa.ʎʊ
es·pal·ma·da·men·te,advérbio,is.paw.ma.da.mˈẽj.tʃi
es·pal·ma·do,adjetivo,is.paw.mˈa.dʊ
es·pal·mar,verbo,is.paw.mˈa
es·pam·pa·nan·te,adjetivo,is.pə̃.pa.nˈə̃.tʃi
es·pa·na·dor,"nome masculino",is.pa.na.dˈoɾ
es·pa·nar,verbo,is.pa.nˈa
es·pan·ca·do,adjetivo,is.pə̃.kˈa.dʊ
es·pan·ca·dor,adjetivo,is.pə̃.ka.dˈoɾ
es·pan·ca·dor,"nome masculino",is.pə̃.ka.dˈoɾ
es·pan·ca·men·to,"nome masculino",is.pə̃.ka.mˈẽj.tʊ
es·pan·car,verbo,is.pə̃.kˈa
es·pa·nhol,"nome masculino",is.pa.ɲˈow
es·pa·nhol,adjetivo,is.pa.ɲˈow
es·pa·nho·la,"nome feminino",is.pa.ɲˈo.lə
es·pa·nho·la·da,"nome feminino",is.pa.ɲo.lˈa.də
es·pa·nho·la·do,adjetivo,is.pa.ɲo.lˈa.dʊ
es·pa·nho·lar,verbo,is.pa.ɲo.lˈa
es·pa·nho·lis·mo,"nome masculino",is.pa.ɲo.lˈiz.mʊ
es·pan·ta-par·dais,"nome masculino",is.pˌə̃.tə.paɾ.dˈajs
es·pan·ta·do,adjetivo,is.pə̃.tˈa.dʊ
es·pan·ta·lho,"nome masculino",is.pə̃.tˈa.ʎʊ
es·pan·tar,verbo,is.pə̃.tˈa
es·pan·tá·vel,adjetivo,is.pə̃.tˈa.vew
es·pan·to,"nome masculino",is.pˈə̃.tʊ
es·pan·to·sa·men·te,advérbio,is.pə̃.to.za.mˈẽj.tʃi
es·pan·to·so,adjetivo,is.pə̃.tˈo.zʊ
es·pa·pa·ça·do,adjetivo,is.pa.pa.sˈa.dʊ
es·pa·pa·çar,verbo,is.pa.pa.sˈa
es·par·gal,"nome masculino",is.paɾ.gˈaw
es·par·ga·ta,"nome feminino",is.paɾ.gˈa.tə
es·par·gir,verbo,is.paɾ.ʒˈi
es·par·go,"nome masculino",is.pˈaɾ.gʊ
es·par·gue·te,"nome masculino",is.paɾ.gˈɛ.tʃi
es·par·ra·mar,verbo,is.pa.xa.mˈa
es·par·re·ga·do,"nome masculino",is.pa.xe.gˈa.dʊ
es·par·re·gar,verbo,is.pa.xe.gˈa
es·par·re·la,"nome feminino",is.pa.xˈɛ.lə
es·par·sa,"nome feminino",is.pˈaɾ.sə
es·par·sa·men·te,advérbio,is.paɾ.sa.mˈẽj.tʃi
es·par·so,adjetivo,is.pˈaɾ.sʊ
es·par·tal,"nome masculino",is.paɾ.tˈaw
es·par·ta·na,"nome feminino",is.paɾ.tˈə.nə
es·par·ta·no,adjetivo,is.paɾ.tˈə.nʊ
es·par·ta·no,"nome masculino",is.paɾ.tˈə.nʊ
es·par·tei·ro,"nome masculino",is.paɾ.tˈej.ɾʊ
es·par·ti·lha·do,adjetivo,is.paɾ.tʃi.ʎˈa.dʊ
es·par·ti·lhar,verbo,i_s.paɾ.tʃi.ʎˈa
es·par·ti·lho,"nome masculino",is.paɾ.tʃˈi.ʎʊ
es·par·tir,verbo,is.paɾ.tʃˈi
es·par·to,"nome masculino",is.pˈaɾ.tʊ
es·par·zir,verbo,is.paɾ.zˈi
es·pas·mar,verbo,is.paz.mˈa
es·pas·mo,"nome masculino",is.pˈaz.mʊ
es·pas·mo·di·ca·men·te,advérbio,is.paz.mɔ.dʒi.ka.mˈẽj.tʃi
es·pas·mó·di·co,adjetivo,is.paz.mˈɔ.dʒi.kʊ
es·pa·ti·far,verbo,is.pa.tʃi.fˈa
es·pá·tu·la,"nome feminino",is.pˈa.tu.lə
es·pa·ven·tar,verbo,is.pa.vẽ.tˈa
es·pa·ven·to,adjetivo,is.pa.vˈẽj.tʊ
es·pa·ven·to,"nome masculino",is.pa.vˈẽj.tʊ
es·pa·ven·to·sa·men·te,advérbio,is.pa.vẽ.tɔ.za.mˈẽj.tʃi
es·pa·ven·to·so,adjetivo,is.pa.vẽ.tˈo.zʊ
es·pa·vo·ri·do,adjetivo,is.pa.vo.ɾˈi.dʊ
es·pa·vo·rir,verbo,is.pa.vo.ɾˈi
es·pe·ca·do,adjetivo,is.pɛ.kˈa.dʊ
es·pe·car,verbo,is.pe.kˈa
es·pe·çar,verbo,is.pe.sˈa
es·pe·ci·al,adjetivo,is.pe.sjˈaw
es·pe·ci·a·li·da·de,"nome feminino",is.pe.sja.li.dˈa.dʒi
es·pe·ci·a·lis·ta,adjetivo,is.pe.sja.lˈis.tə
es·pe·ci·a·lis·ta,"nome masculino",is.pe.sja.lˈis.tə
es·pe·ci·a·lis·ta,"nome feminino",is.pe.sja.lˈis.tə
es·pe·ci·a·li·za·ção,"nome feminino",is.pe.sja.li.za.sˈə̃w
es·pe·ci·a·li·za·do,adjetivo,is.pe.sja.li.zˈa.dʊ
es·pe·ci·a·li·zar,verbo,is.pe.sja.li.zˈa
es·pe·ci·al·men·te,advérbio,is.pe.sjaw.mˈẽj.tʃi
es·pe·ci·a·ri·a,"nome feminino",is.pe.sja.ɾˈi.jə
"es·pé·ci· e","nome feminino",is.pˈɛ.si
es·pe·ci·fi·ca·ção,"nome feminino",is.pe.si.fi.ka.sˈə̃w
es·pe·ci·fi·ca·da·men·te,advérbio,is.pe.si.fi.ka.da.mˈẽj.tʃi
es·pe·ci·fi·ca·do,adjetivo,is.pe.si.fi.kˈa.dʊ
es·pe·ci·fi·ca·men·te,advérbio,ei_s.pe.si.fi.ka.mˈẽj.tʃi
es·pe·ci·fi·car,verbo,is.pe.si.fi.kˈa
es·pe·ci·fi·ci·da·de,"nome feminino",is.pe.si.fi.si.dˈa.dʒi
es·pe·cí·fi·co,adjetivo,is.pe.sˈi.fi.kʊ
es·pe·cí·fi·co,"nome masculino",is.pe.sˈi.fi.kʊ
es·pé·ci·me,"nome masculino",is.pˈɛ.si.mi
es·pé·ci·men,"nome masculino",is.pˈɛ.si.mẽj
es·pe·ci·o·sa·men·te,advérbio,is.pe.si.ɔ.za.mˈẽj.tʃi
es·pe·ci·o·so,adjetivo,is.pe.si.ˈo.zʊ
es·pec·ta·dor,adjetivo,is.pe.kə.ta.dˈoɾ
es·pec·ta·dor,"nome masculino",is.pe.kə.ta.dˈoɾ
es·pec·ta·do·ra,"nome feminino",is.pe.kə.ta.dˈo.ɾə
es·pec·tar,verbo,is.pe.kə.tˈa
es·pec·tral,adjetivo,is.pek.tɾˈaw
es·pec·tro,"nome masculino",is.pˈɛk.tɾʊ
es·pec·tro·fo·to·me·tri·a,"nome feminino",is.pek.tɾo.fo.to.me.tɾˈi.jə
es·pec·tro·fo·tó·me·tro,"nome masculino",is.pek.tɾo.fo.tˈɔ.me.tɾʊ
es·pec·tró·gra·fo,"nome masculino",is.pek.tɾˈɔ.gɾa.fʊ
es·pec·tro·me·tri·a,"nome feminino",is.pɛk.tɾo.me.tɾˈi.jə
es·pec·tró·me·tro,"nome masculino",is.pek.tɾˈɔ.me.tɾʊ
es·pec·tros·co·pi·a,"nome feminino",is.pɛk.tɾos.ko.pˈi.jə
"es·pec·tros·có·pi· o","nome masculino",is.pek.tɾos.kˈɔ.pjʊ
es·pe·cu·la·ção,"nome feminino",is.pe.ku.la.sˈə̃w
es·pe·cu·la·dor,adjetivo,is.pe.ku.la.dˈoɾ
es·pe·cu·la·dor,"nome masculino",is.pe.ku.la.dˈoɾ
es·pe·cu·la·do·ra,"nome feminino",is.pe.ku.la.dˈo.ɾə
es·pe·cu·lar,verbo,is.pe.ku.lˈa
es·pe·cu·lar,adjetivo,is.pe.ku.lˈaɾ
es·pe·cu·la·ti·va,"nome feminino",is.pe.ku.la.tʃˈi.və
es·pe·cu·la·ti·va·men·te,advérbio,is.pe.ku.la.tʃi.va.mˈẽj.tʃi
es·pe·cu·la·ti·vo,adjetivo,is.pe.ku.la.tʃˈi.vʊ
es·pe·dir,verbo,is.pe.dʒˈi
es·pe·le·o·lo·gi·a,"nome feminino",is.pe.le.o.lo.ʒˈi.jə
es·pe·le·o·ló·gi·co,adjetivo,is.pe.le.o.lˈɔ.ʒi.kʊ
es·pe·le·o·lo·gis·ta,"nome masculino","is.pe.le.o.lo.ʒˈis.tə ou is.pe.le.o.lo.ʒˈis.tə"
es·pe·le·ó·lo·go,"nome masculino",is.pe.le.ˈɔ.lo.gʊ
es·pe·lha·do,adjetivo,is.pe.ʎˈa.dʊ
es·pe·lha·men·to,"nome masculino",is.pe.ʎa.mˈẽj.tʊ
es·pe·lhar,verbo,is.pe.ʎˈa
es·pe·lha·ri·a,"nome feminino",is.pe.ʎa.ɾˈi.jə
es·pe·lho,"nome masculino",is.pˈe.ʎʊ
es·pe·lun·ca,"nome feminino",is.pe.lˈũ.kə
es·pe·ni·car,verbo,is.pe.ni.kˈa
es·pe·ra,"nome feminino",is.pˈɛ.ɾə
es·pe·ra·do,adjetivo,is.pe.ɾˈa.dʊ
es·pe·ran·ça,"nome feminino",is.pe.ɾˈə̃.sə
es·pe·ran·ça·do,adjetivo,is.pe.ɾə̃.sˈa.dʊ
es·pe·ran·çar,verbo,is.pe.ɾə̃.sˈa
es·pe·ran·ço·sa·men·te,advérbio,is.pe.ɾə̃.sɔ.za.mˈẽj.tʃi
es·pe·ran·ço·so,adjetivo,is.pe.ɾə̃.sˈo.zʊ
es·pe·ran·tis·ta,"nome masculino","is.pe.ɾə̃.tʃˈis.tə ou is.pe.ɾə̃.tʃˈis.tə"
es·pe·ran·tis·ta,adjetivo,is.pe.ɾə̃.tʃˈis.tə
es·pe·ran·to,"nome masculino",is.pe.ɾˈə̃.tʊ
es·pe·rar,verbo,is.pe.ɾˈa
es·pe·rá·vel,adjetivo,is.pe.ɾˈa.vew
es·per·ma,"nome masculino",is.pˈɛɾ.mə
es·per·ma·ce·te,"nome masculino",is.peɾ.ma.sˈe.tʃi
es·per·má·ti·co,adjetivo,is.peɾ.mˈa.tʃi.kʊ
es·per·ma·to·gé·ne·se,"nome feminino",is.peɾ.ma.to.ʒˈɛ.ne.zi
es·per·ma·to·zoi·de,"nome masculino",is.peɾ.ma.to.zˈɔj.dʒi
es·per·mi·ci·da,adjetivo,is.peɾ.mi.sˈi.də
es·per·mi·ci·da,"nome masculino",is.peɾ.mi.sˈi.də
es·per·ne·ar,verbo,is.per.ni.ˈa
es·per·ta·lhão,"nome masculino",is.peɾ.ta.ʎˈə̃w
es·per·ta·lhão,adjetivo,is.peɾ.ta.ʎˈə̃w
es·per·ta·men·te,advérbio,is.pɛɾ.ta.mˈẽj.tʃi
es·per·tar,verbo,is.peɾ.tˈa
es·per·te·za,"nome feminino",is.peɾ.tˈe.zə
es·per·ti·na,"nome feminino",is.peɾ.tʃˈi.nə
es·per·ti·nar,verbo,is.peɾ.tʃi.nˈa
es·per·to,adjetivo,is.pˈɛɾ.tʊ
es·pes·sa·men·te,advérbio,is.pe.sa.mˈẽj.tʃi
es·pes·sa·men·to,"nome masculino",is.pe.sa.mˈẽj.tʊ
es·pes·san·te,"nome masculino",is.pe.sˈə̃.tʃi
es·pes·san·te,adjetivo,is.pe.sˈə̃.tʃi
es·pes·sar,verbo,is.pe.sˈa
es·pes·so,adjetivo,is.pˈe.sʊ
es·pes·su·ra,"nome feminino",is.pe.sˈu.ɾə
es·pe·ta·cu·lar,adjetivo,"is.pe.ta.ku.lˈaɾ ou is.pe.ta.ku.lˈaɾ"
es·pe·ta·cu·la·ri·da·de,"nome feminino",is.pe.ta.ku.la.ɾi.dˈa.dʒi
es·pe·ta·cu·lar·men·te,advérbio,is.pe.ta.ku.laɾ.mˈẽj.tʃi
es·pe·tá·cu·lo,"nome masculino","is.pe.tˈa.ku.lʊ ou is.pe.tˈa.ku.lʊ"
es·pe·ta·da,"nome feminino",is.pe.tˈa.də
es·pe·ta·do,adjetivo,is.pe.tˈa.dʊ
es·pe·tar,verbo,is.pe.tˈa
es·pe·to,"nome masculino",is.pˈe.tʊ
es·pe·vi·ta·da,"nome feminino",is.pe.vi.tˈa.də
es·pe·vi·ta·da·men·te,advérbio,is.pe.vi.ta.da.mˈẽj.tʃi
es·pe·vi·ta·do,adjetivo,is.pe.vi.tˈa.dʊ
es·pe·vi·ta·do,"nome masculino",is.pe.vi.tˈa.dʊ
es·pe·vi·tar,verbo,is.pe.vi.tˈa
es·pe·zi·nha·do,adjetivo,is.pe.zi.ɲˈa.dʊ
es·pe·zi·nhar,verbo,is.pe.zi.ɲˈa
es·pi·a,"nome feminino",is.pˈi.jə
es·pi·a,"nome masculino",is.pˈi.jə
es·pi·a·da,"nome feminino",is.pjˈa.də
es·pi·ão,"nome masculino",is.pi.ˈə̃w
es·pi·ar,verbo,is.pjˈa
es·pi·ca·ça·do,adjetivo,is.pi.ka.sˈa.dʊ
es·pi·ca·çar,verbo,is.pi.ka.sˈa
es·pi·cha,"nome feminino",is.pˈi.ʃə
es·pi·char,verbo,is.pi.ʃˈa
es·pi·chel,"nome masculino",is.pi.ʃˈɛw
es·pi·ga,"nome feminino",is.pˈi.gə
es·pi·ga·do,adjetivo,is.pi.gˈa.dʊ
es·pi·ga·do·te,adjetivo,is.pi.ga.dˈɔ.tʃi
es·pi·gão,"nome masculino",is.pi.gˈə̃w
es·pi·gar,verbo,is.pi.gˈa
es·pi·go,"nome masculino",is.pˈi.gʊ
es·pi·guei·ro,"nome masculino",is.pi.gˈej.ɾʊ
es·pi·na·frar,verbo,is.pi.na.fɾˈa
es·pi·na·fre,"nome masculino",is.pi.nˈa.fɾi
es·pi·nal,adjetivo,is.pi.nˈaw
es·pi·ne·ta,"nome feminino",is.pi.nˈe.tə
es·pin·gar·da,"nome feminino",is.pĩɲ.gˈaɾ.də
es·pin·gar·da·ri·a,"nome feminino",is.pĩ.gaɾ.da.ɾˈi.jə
es·pi·nha,"nome feminino",is.pˈi.ɲə
es·pi·nha·ço,"nome masculino",is.pi.ɲˈa.sʊ
es·pi·nhal,adjetivo,is.pi.ɲˈaw
es·pi·nhal,"nome masculino",is.pi.ɲˈaw
es·pi·nhar,verbo,is.pi.ɲˈa
es·pi·nhei·ra,"nome feminino",is.pi.ɲˈej.ɾə
es·pi·nhei·ro,"nome masculino",is.pi.ɲˈej.ɾʊ
es·pi·nhel,"nome masculino",is.pi.ɲˈɛw
es·pi·nhe·la,"nome feminino",is.pi.ɲˈɛ.lə
es·pi·nhen·se,adjetivo,is.pi.ɲˈẽj.si
es·pi·nhen·se,"nome masculino","is.pi.ɲˈẽj.si ou is.pi.ɲˈẽj.si"
es·pi·nho,"nome masculino",is.pˈi.ɲʊ
es·pi·nho·so,adjetivo,is.pi.ɲˈo.zʊ
es·pi·o·lhar,verbo,is.pi.o.ʎˈa
es·pi·o·na·gem,"nome feminino",is.pi.o.nˈa.ʒeɲ
es·pi·o·nar,verbo,is.pi.o.nˈa
es·pi·ra,"nome feminino",is.pˈi.ɾə
es·pi·ral,adjetivo,is.pi.ɾˈaw
es·pi·ral,"nome feminino",is.pi.ɾˈaw
es·pi·ra·la·do,adjetivo,is.pi.ɾa.lˈa.dʊ
es·pi·ra·lar,verbo,is.pi.ɾa.lˈa
es·pi·rar,verbo,is.pi.ɾˈa
es·pi·ri·ta,adjetivo,is.pi.ɾˈi.tə
es·pi·ri·ta,"nome masculino","is.pi.ɾˈi.tə ou is.pi.ɾˈi.tə"
es·pí·ri·ta,adjetivo,is.pˈi.ɾi.tə
es·pí·ri·ta,"nome masculino","is.pˈi.ɾi.tə ou is.pˈi.ɾi.tə"
es·pi·ri·tar,verbo,is.pi.ɾi.tˈa
es·pi·ri·tis·mo,"nome masculino",is.pi.ɾi.tʃˈiz.mʊ
es·pí·ri·to,"nome masculino",is.pˈi.ɾi.tʊ
es·pi·ri·tu·al,adjetivo,is.pi.ɾi.twˈaw
es·pi·ri·tu·al,"nome masculino",is.pi.ɾi.twˈaw
es·pi·ri·tu·a·li·da·de,"nome feminino",is.pi.ɾi.twa.li.dˈa.dʒi
es·pi·ri·tu·a·lis·mo,"nome masculino",is.pi.ɾi.twa.lˈiz.mʊ
es·pi·ri·tu·a·lis·ta,"nome masculino",is.pi.ɾi.twa.lˈis.tə
es·pi·ri·tu·a·lis·ta,adjetivo,is.pi.ɾi.twa.lˈis.tə
es·pi·ri·tu·a·lis·ta,"nome feminino",is.pi.ɾi.twa.lˈis.tə
es·pi·ri·tu·a·li·za·ção,"nome feminino",is.pi.ɾi.twa.li.za.sˈə̃w
es·pi·ri·tu·a·li·zar,verbo,is.pi.ɾi.twa.li.zˈa
es·pi·ri·tu·al·men·te,advérbio,is.pi.ɾi.twaw.mˈẽj.tʃi
es·pi·ri·tu·o·sa·men·te,advérbio,is.pi.ɾi.tu.o.za.mˈẽj.tʃi
es·pi·ri·tu·o·so,adjetivo,is.pi.ɾi.tu.ˈo.zʊ
es·pir·ra·dor,adjetivo,is.pi.xa.dˈoɾ
es·pir·ra·dor,"nome masculino",is.pi.xa.dˈoɾ
es·pir·rar,verbo,is.pi.xˈa
es·pir·ro,"nome masculino",is.pˈi.xʊ
es·pla·na·da,"nome feminino",is.pla.nˈa.də
es·plen·di·da·men·te,advérbio,is.plẽ.dʒi.da.mˈẽj.tʃi
es·plên·di·do,adjetivo,is.plˈẽj.dʒi.dʊ
es·plen·dor,"nome masculino",is.plẽ.dˈoɾ
es·plen·do·ro·sa·men·te,advérbio,is.plẽ.do.ɾɔ.za.mˈẽj.tʃi
es·plen·do·ro·so,adjetivo,is.plẽ.do.ɾˈo.zʊ
es·po·ar,verbo,is.po.ˈa
es·po·jar,verbo,is.po.ʒˈa
es·po·le·ta,"nome feminino",is.po.lˈe.tə
es·po·le·ta,"nome masculino",is.po.lˈe.tə
es·po·le·tar,verbo,is.po.le.tˈa
es·po·li·a·ção,"nome feminino",is.po.lja.sˈə̃w
es·po·li·a·do,adjetivo,is.po.ljˈa.dʊ
es·po·li·ar,verbo,is.po.ljˈa
"es·pó·li· o","nome masculino",is.pˈɔ.ljʊ
es·pon·di·li·te,"nome feminino",is.põ.dʒi.lˈi.tʃi
es·pon·di·lo·se,"nome feminino",is.põ.dʒi.lˈɔ.zi
es·pon·gi·for·me,adjetivo,is.põ.ʒi.fˈɔɾ.mi
es·pon·ja,"nome feminino",is.pˈõ.ʒə
es·pon·jar,verbo,is.põ.ʒˈa
es·pon·jo·so,adjetivo,is.põ.ʒˈo.zʊ
es·pon·sais,"nome masculino",is.põ.sˈajs
es·pon·sal,adjetivo,is.põ.sˈaw
es·pon·ta·ne·a·men·te,advérbio,is.põ.ta.ni.a.mˈẽj.tʃi
es·pon·ta·nei·da·de,"nome feminino",is.põ.ta.nej.dˈa.dʒi
"es·pon·tâ·ne· o","nome masculino",is.põ.tˈə.njʊ
"es·pon·tâ·ne· o",adjetivo,is.põ.tˈə.njʊ
es·po·ra,"nome feminino",is.pˈɔ.ɾə
es·po·ra,"nome masculino",is.pˈɔ.ɾə
es·po·ra·di·ca·men·te,advérbio,is.po.ɾa.dʒi.ka.mˈẽj.tʃi
es·po·rá·di·co,adjetivo,is.po.ɾˈa.dʒi.kʊ
es·po·rão,"nome masculino",is.po.ɾˈə̃w
es·po·rar,verbo,is.po.ɾˈa
es·po·ro,"nome masculino",is.pˈɔ.ɾʊ
es·por·ti·va,"nome feminino",is.poɾ.tʃˈi.və
es·por·ti·va·men·te,advérbio,is.poɾ.tʃi.va.mˈẽj.tʃi
es·por·ti·vo,adjetivo,is.poɾ.tʃˈi.vʊ
es·pór·tu·la,"nome feminino",is.pˈɔɾ.tu.lə
es·por·tu·lar,verbo,is.poɾ.tu.lˈa
es·po·sa,"nome feminino",is.pˈo.zə
es·po·sar,verbo,is.po.zˈa
es·po·sen·den·se,"nome masculino","is.pɔ.zẽ.dˈẽj.si ou is.pɔ.zẽ.dˈẽj.si"
es·po·sen·den·se,adjetivo,is.pɔ.zẽ.dˈẽj.si
es·po·so,"nome masculino",is.pˈo.zʊ
es·prai·a·do,adjetivo,is.pɾaj.ˈa.dʊ
